task_id,lean_root,rel_path,thm_name,category,nesting_depth,transitive_dep_count,gt_proof_length,env,request_id,status,pr_url,api_url,failure_reason
452,VCV-io,VCVio/OracleComp/DistSemantics/EvalDist.lean,OracleComp.mul_le_probEvent_bind,Applied verif.,5,48,449,prod,81e00d4a-d83b-4985-a684-a5e66c122993,completed,https://github.com/logiq-ai/verisoftbench-repos/pull/29,https://alephprover.logicalintelligence.com/requests/81e00d4a-d83b-4985-a684-a5e66c122993,
453,VCV-io,VCVio/OracleComp/DistSemantics/Seq.lean,OracleComp.probEvent_seq_map_eq_mul,Applied verif.,8,96,1053,prod,4b326a72-f521-441c-8007-425dbfa92484,completed,https://github.com/logiq-ai/verisoftbench-repos/pull/35,https://alephprover.logicalintelligence.com/requests/4b326a72-f521-441c-8007-425dbfa92484,
454,VCV-io,VCVio/EvalDist/Basic.lean,PMF.probOutput_eq,Applied verif.,2,20,371,prod,6a53e6cd-12e0-493c-90c2-6b2d7e54881a,completed,https://github.com/logiq-ai/verisoftbench-repos/pull/20,https://alephprover.logicalintelligence.com/requests/6a53e6cd-12e0-493c-90c2-6b2d7e54881a,
455,VCV-io,VCVio/OracleComp/DistSemantics/EvalDist.lean,OracleComp.probEvent_congr',Applied verif.,5,48,604,prod,c79bcce6-fc3b-4b0b-928d-0b84274d66e5,completed,https://github.com/logiq-ai/verisoftbench-repos/pull/27,https://alephprover.logicalintelligence.com/requests/c79bcce6-fc3b-4b0b-928d-0b84274d66e5,
456,VCV-io,ToMathlib/Control/Monad/Equiv.lean,PureEquiv.map_pure_inv,Applied verif.,1,7,263,prod,173fe350-eb7d-4091-8464-cb799055b3bd,completed,https://github.com/logiq-ai/verisoftbench-repos/pull/17,https://alephprover.logicalintelligence.com/requests/173fe350-eb7d-4091-8464-cb799055b3bd,
457,VCV-io,VCVio/OracleComp/QueryBound.lean,OracleComp.isQueryBound_iff_probEvent,Applied verif.,6,49,914,prod,db54923b-3bda-4712-8fbc-4ccde99a3db9,completed,https://github.com/logiq-ai/verisoftbench-repos/pull/32,https://alephprover.logicalintelligence.com/requests/db54923b-3bda-4712-8fbc-4ccde99a3db9,
458,VCV-io,VCVio/OracleComp/DistSemantics/EvalDist.lean,OracleComp.probEvent_uniformFin,Applied verif.,6,77,136,prod,c4a5bd09-764b-4dfb-af1e-95dec83f35ff,completed,https://github.com/logiq-ai/verisoftbench-repos/pull/25,https://alephprover.logicalintelligence.com/requests/c4a5bd09-764b-4dfb-af1e-95dec83f35ff,
459,VCV-io,VCVio/OracleComp/DistSemantics/EvalDist.lean,OracleComp.probFailure_bind_of_const,Applied verif.,5,48,544,prod,7b076847-edff-46a7-9e48-2e911cdcffc1,completed,https://github.com/logiq-ai/verisoftbench-repos/pull/33,https://alephprover.logicalintelligence.com/requests/7b076847-edff-46a7-9e48-2e911cdcffc1,
460,VCV-io,VCVio/OracleComp/DistSemantics/Seq.lean,OracleComp.probEvent_seq_map_eq_probEvent_comp_uncurry,Applied verif.,6,60,311,prod,5450c5f8-4f54-47f4-9aab-c8d29a19c917,completed,https://github.com/logiq-ai/verisoftbench-repos/pull/28,https://alephprover.logicalintelligence.com/requests/5450c5f8-4f54-47f4-9aab-c8d29a19c917,
462,VCV-io,ToMathlib/PFunctor/Lens/Basic.lean,PFunctor.Lens.prodPair_fst_snd,Applied verif.,2,15,43,prod,61efef7f-2b27-4a20-b76d-0a4f68bcb329,completed,https://github.com/logiq-ai/verisoftbench-repos/pull/18,https://alephprover.logicalintelligence.com/requests/61efef7f-2b27-4a20-b76d-0a4f68bcb329,
466,VCV-io,VCVio/OracleComp/DistSemantics/Seq.lean,OracleComp.probOutput_seq_map_eq_mul,Applied verif.,5,50,479,prod,add26c17-6c8d-4e86-84df-ee50968ae27b,completed,https://github.com/logiq-ai/verisoftbench-repos/pull/26,https://alephprover.logicalintelligence.com/requests/add26c17-6c8d-4e86-84df-ee50968ae27b,
467,VCV-io,ToMathlib/PFunctor/Lens/Basic.lean,PFunctor.Lens.sumPair_inl_inr,Applied verif.,2,13,34,prod,6dd499b4-5870-42c1-8cc8-d942a190cc67,completed,https://github.com/logiq-ai/verisoftbench-repos/pull/16,https://alephprover.logicalintelligence.com/requests/6dd499b4-5870-42c1-8cc8-d942a190cc67,
468,veil,Veil/DSL/Action/Theory.lean,Veil.bind_terminates,Framework,3,21,369,dev,603199b1-bfa5-493b-9880-264d785aaba5,completed,https://github.com/logiq-ai/verisoftbench-repos/pull/102,https://prover-dev.logicalintelligence.com/requests/603199b1-bfa5-493b-9880-264d785aaba5,
469,veil,Veil/DSL/Action/Theory.lean,Veil.lift_transition_big_step',Framework,5,35,315,dev,4e9f0f78-3dd6-4954-80aa-5ad9805285a2,completed,https://github.com/logiq-ai/verisoftbench-repos/pull/104,https://prover-dev.logicalintelligence.com/requests/4e9f0f78-3dd6-4954-80aa-5ad9805285a2,
471,veil,Veil/DSL/Action/Theory.lean,Veil.big_step_always_terminating_sound,Framework,4,11,175,dev,8b5a457f-5ab9-41b6-8866-1bcc5ab3e2bc,completed,https://github.com/logiq-ai/verisoftbench-repos/pull/103,https://prover-dev.logicalintelligence.com/requests/8b5a457f-5ab9-41b6-8866-1bcc5ab3e2bc,
472,veil,Veil/DSL/Action/Theory.lean,Veil.TwoState_sound'_ret_unit,Framework,4,15,116,dev,5ba8231a-84c6-4f81-a581-1b36b4ec9c2c,completed,https://github.com/logiq-ai/verisoftbench-repos/pull/101,https://prover-dev.logicalintelligence.com/requests/5ba8231a-84c6-4f81-a581-1b36b4ec9c2c,
473,veil,Examples/StellarConsensus/SCPTheory.lean,FBA.slice_blocks_ne,Framework,3,14,313,dev,f7eb1f03-24ce-4141-b66b-d719e08ad76d,completed,https://github.com/logiq-ai/verisoftbench-repos/pull/100,https://prover-dev.logicalintelligence.com/requests/f7eb1f03-24ce-4141-b66b-d719e08ad76d,
